Symbol,IssuerName,Sector,Industry,IPO
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,n/a,2010
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",n/a,n/a,1993
CFX,Colfax Corporation,Capital Goods,Fluid Controls,2008
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics,n/a
CXE,Colonial High Income Municipal Trust,n/a,n/a,1989
CIF,Colonial Intermediate High Income Fund,n/a,n/a,n/a
CXH,Colonial Investment Grade Municipal Trust,n/a,n/a,1989
CMU,Colonial Municipal Income Trust,n/a,n/a,1987
CLNS,"Colony NorthStar, Inc.",Consumer Services,Real Estate Investment Trusts,2014
CLNS^B,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^C.CL,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^D,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^E,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^G,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^H,"Colony NorthStar, Inc.",n/a,n/a,n/a
CLNS^I,"Colony NorthStar, Inc.",n/a,n/a,n/a
CXP,"Columbia Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2013
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,n/a,2009
CCV,Comcast Corporation,Consumer Services,Television Services,2012
CCZ,Comcast Corporation,Consumer Services,Television Services,n/a
CMA,Comerica Incorporated,Finance,Major Banks,n/a
CMA.WS,Comerica Incorporated,n/a,n/a,n/a
FIX,"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction,1997
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore,n/a
CBU,"Community Bank System, Inc.",Finance,Major Banks,n/a
CYH,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management,2000
CHCT,Community Healthcare Trust Incorporated,Consumer Services,Real Estate Investment Trusts,2015
CIG,Comp En De Mn Cemig ADS,Public Utilities,Electric Utilities: Central,n/a
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a
CBD,Companhia Brasileira de Distribuicao,Consumer Services,Food Chains,1997
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply,2002
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,n/a
CCU,"Compania Cervecerias Unidas, S.A.",Consumer Non-Durables,Beverages (Production/Distribution),n/a
CODI,Compass Diversified Holdings,Consumer Durables,Home Furnishings,2006
CODI^A,Compass Diversified Holdings,n/a,n/a,n/a
CMP,"Compass Minerals International, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2003
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Production,n/a
CAG,"ConAgra Brands, Inc.",Consumer Non-Durables,Packaged Foods,n/a
CXO,Concho Resources Inc.,Energy,Oil & Gas Production,2007
CCM,Concord Medical Services Holdings Limited,Health Care,Medical/Nursing Services,2009
CNDT,Conduent Incorporated,Miscellaneous,Business Services,2016
CNNX,Cone Midstream Partners LP,Public Utilities,Natural Gas Distribution,2014
COP,ConocoPhillips,Energy,Integrated oil Companies,n/a
CNX,CONSOL Energy Inc.,Energy,Coal Mining,1999
ED,Consolidated Edison Inc,Public Utilities,Power Generation,n/a
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),n/a
STZ.B,Constellation Brands Inc,n/a,n/a,n/a
CSTM,Constellium N.V.,Basic Industries,Metal Fabrications,2013
TCS,Container Store (The),Consumer Services,Home Furnishings,2013
CBPX,"Continental Building Products, Inc.",Capital Goods,Building Materials,2014
CLR,"Continental Resources, Inc.",Energy,Oil & Gas Production,2007
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Transportation,Air Freight/Delivery Services,2013
CVG,Convergys Corporation,Technology,EDP Services,1998
COO,"Cooper Companies, Inc. (The)",Health Care,Ophthalmic Goods,n/a
CTB,Cooper Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,n/a
CPS,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,n/a
CPA,"Copa Holdings, S.A.",Transportation,Air Freight/Delivery Services,2005
CLB,Core Laboratories N.V.,Energy,Oilfield Services/Equipment,1995
CXW,"CoreCivic, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
CLGX,"CoreLogic, Inc.",Technology,EDP Services,n/a
CORR,"CorEnergy Infrastructure Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
CORR^A,"CorEnergy Infrastructure Trust, Inc.",n/a,n/a,n/a
COR,CoreSite Realty Corporation,Consumer Services,Real Estate Investment Trusts,2010
COR^A,CoreSite Realty Corporation,n/a,n/a,n/a
GLW,Corning Incorporated,Basic Industries,Telecommunications Equipment,n/a
GYC,Corporate Asset Backed Corp CABCO,Finance,Finance: Consumer Services,n/a
OFC,Corporate Office Properties Trust,Consumer Services,Real Estate Investment Trusts,n/a
CZZ,Cosan Limited,Consumer Non-Durables,Specialty Foods,n/a
CMRE,Costamare Inc.,Transportation,Marine Transportation,2010
CMRE^B,Costamare Inc.,n/a,n/a,n/a
CMRE^C,Costamare Inc.,n/a,n/a,n/a
CMRE^D,Costamare Inc.,n/a,n/a,n/a
COTV,"Cotiviti Holdings, Inc.",Miscellaneous,Business Services,2016
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution),n/a
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics,2013
CFC^B,Countrywide Financial Corporation,n/a,n/a,n/a
CUZ,Cousins Properties Incorporated,Consumer Services,Real Estate Investment Trusts,n/a
CVA,Covanta Holding Corporation,Basic Industries,Electric Utilities: Central,n/a
CPF,CPB Inc.,Finance,Major Banks,n/a
CPL,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central,2004
CR,Crane Company,Capital Goods,Metal Fabrications,n/a
CRD.A,Crawford & Company,n/a,n/a,n/a
CRD.B,Crawford & Company,n/a,n/a,n/a
BAP,Credicorp Ltd.,Finance,Commercial Banks,n/a
CS,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service,n/a
CPG,Crescent Point Energy Corporation,Energy,Oil & Gas Production,n/a
CEQP,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services,n/a
CRH,CRH PLC,Capital Goods,Building Materials,n/a
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas Production,1992
CAPL,CrossAmerica Partners LP,Energy,Oil Refining/Marketing,2012
CCI,Crown Castle International Corporation,Consumer Services,Real Estate Investment Trusts,n/a
CCI^A,Crown Castle International Corporation,n/a,n/a,n/a
CCK,"Crown Holdings, Inc.",Consumer Durables,Containers/Packaging,n/a
CRY,"CryoLife, Inc.",Health Care,Medical/Dental Instruments,n/a
CSRA,CSRA Inc.,Technology,EDP Services,2015
CSS,"CSS Industries, Inc.",Consumer Services,Consumer: Greeting Cards,n/a
CTS,CTS Corporation,Technology,Electrical Products,n/a
CUBE,CubeSmart,Consumer Services,Real Estate Investment Trusts,n/a
CUB,Cubic Corporation,Capital Goods,Industrial Machinery/Components,n/a
CFR,"Cullen/Frost Bankers, Inc.",Finance,Major Banks,n/a
CFR^A,"Cullen/Frost Bankers, Inc.",n/a,n/a,n/a
CULP,"Culp, Inc.",Basic Industries,Textiles,n/a
CMI,Cummins Inc.,Energy,Industrial Machinery/Components,n/a
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components,n/a
SRF,Cushing Energy Income Fund (The),n/a,n/a,2012
SZC,Cushing Renaissance Fund (The),n/a,n/a,2012
CUBI,"Customers Bancorp, Inc",Finance,Major Banks,n/a
CUBI^C,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^D,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^E,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^F,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBS,"Customers Bancorp, Inc",Finance,Major Banks,n/a
CVI,CVR Energy Inc.,Energy,Integrated oil Companies,2007
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals,2011
CVRR,"CVR Refining, LP",Energy,Integrated oil Companies,2013
CVS,CVS Health Corporation,Health Care,Medical/Nursing Services,n/a
CELP,"Cypress Energy Partners, L.P.",Energy,Oilfield Services/Equipment,2014
CYS,"CYS Investments, Inc.",Consumer Services,Real Estate Investment Trusts,2009
CYS^A,"CYS Investments, Inc.",n/a,n/a,n/a
CYS^B,"CYS Investments, Inc.",n/a,n/a,n/a
DHI,"D.R. Horton, Inc.",Capital Goods,Homebuilding,n/a
CB,D/B/A Chubb Limited New,Finance,Property-Casualty Insurers,n/a
DAN,Dana Incorporated,Capital Goods,Auto Parts:O.E.M.,n/a
DHR,Danaher Corporation,Capital Goods,Industrial Machinery/Components,n/a
DAC,Danaos Corporation,Transportation,Marine Transportation,2006
DQ,DAQO New Energy Corp.,Technology,Semiconductors,2010
DRI,"Darden Restaurants, Inc.",Consumer Services,Restaurants,n/a
DAR,Darling Ingredients Inc.,Consumer Non-Durables,Packaged Foods,n/a
DVA,DaVita Inc.,Health Care,Hospital/Nursing Management,n/a
DCP,DCP Midstream LP,Public Utilities,Natural Gas Distribution,n/a
DCT,DCT Industrial Trust Inc,Consumer Services,Real Estate Investment Trusts,2006
DDR,DDR Corp.,Consumer Services,Real Estate Investment Trusts,1993
DDR^A,DDR Corp.,n/a,n/a,n/a
DDR^J,DDR Corp.,n/a,n/a,n/a
DDR^K,DDR Corp.,n/a,n/a,n/a
DF,Dean Foods Company,Consumer Non-Durables,Packaged Foods,n/a
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing,1993
DE,Deere & Company,Capital Goods,Industrial Machinery/Components,n/a
DEX,Delaware Enhanced Global Dividend,n/a,n/a,2007
DDF,"Delaware Investments Dividend & Income Fund, Inc.",n/a,n/a,1993
DKL,"Delek Logistics Partners, L.P.",Energy,Natural Gas Distribution,2012
DK,"Delek US Holdings, Inc.",Energy,Integrated oil Companies,2017
DVMT,Dell Technologies Inc.,Technology,Computer Manufacturing,n/a
DLPH,Delphi Automotive plc,Capital Goods,Auto Parts:O.E.M.,2011
DAL,"Delta Air Lines, Inc.",Transportation,Air Freight/Delivery Services,n/a
DEL,Deltic Timber Corporation,Basic Industries,Forest Products,n/a
DLX,Deluxe Corporation,Consumer Durables,Publishing,n/a
DNR,Denbury Resources Inc.,Energy,Oil & Gas Production,n/a
DKT,Deutsch Bk Contingent Cap Tr V,Finance,Major Banks,n/a
DB,Deutsche Bank AG,Finance,Major Banks,n/a
DTK,Deutsche Bank AG,Finance,Major Banks,n/a
DXB,Deutsche Bank AG,Finance,Major Banks,n/a
DVN,Devon Energy Corporation,Energy,Oil & Gas Production,n/a
DHX,"DHI Group, Inc.",Miscellaneous,Business Services,2007
DHT,"DHT Holdings, Inc.",Transportation,Marine Transportation,2005
DEO,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution),n/a
DO,"Diamond Offshore Drilling, Inc.",Energy,Oil & Gas Production,1995
DRH,Diamondrock Hospitality Company,Consumer Services,Real Estate Investment Trusts,2005
DSX,Diana Shipping inc.,Transportation,Marine Transportation,2005
DSX^B,Diana Shipping inc.,n/a,n/a,n/a
DSXN,Diana Shipping inc.,Transportation,Marine Transportation,2015
DKS,Dick&#39;s Sporting Goods Inc,Consumer Services,Other Specialty Stores,2002
DBD,Diebold Nixdorf Incorporated,Miscellaneous,Office Equipment/Supplies/Services,n/a
DLR,"Digital Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2004
DLR^C,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^G,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^H,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^I,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^J,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DGI,"DigitalGlobe, Inc",Consumer Services,Telecommunications Equipment,2009
DDS,"Dillard&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,n/a
DDT,"Dillard&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,n/a
DIN,"DineEquity, Inc",Consumer Services,Restaurants,n/a
DPLO,"Diplomat Pharmacy, Inc.",Health Care,Medical/Nursing Services,2014
DFS,Discover Financial Services,Finance,Finance: Consumer Services,n/a
DFS^B,Discover Financial Services,n/a,n/a,n/a
DNI,Dividend and Income Fund,n/a,n/a,n/a
DLB,Dolby Laboratories,Miscellaneous,Multi-Sector Companies,2005
DG,Dollar General Corporation,Consumer Services,Department/Specialty Retail Stores,2009
DDC,Dominion Diamond Corporation,Basic Industries,Precious Metals,n/a
DM,"Dominion Energy Midstream Partners, LP",Public Utilities,Natural Gas Distribution,2014
D,"Dominion Energy, Inc.",Public Utilities,Electric Utilities: Central,n/a
DCUD,"Dominion Energy, Inc.",Public Utilities,Electric Utilities: Central,2016
DRUA,"Dominion Energy, Inc.",Public Utilities,Electric Utilities: Central,2016
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,Food Distributors,2004
UFS,Domtar Corporation,Basic Industries,Paper,n/a
DCI,"Donaldson Company, Inc.",Capital Goods,Pollution Control Equipment,n/a
DFIN,"Donnelley Financial Solutions, Inc.",Consumer Services,Other Consumer Services,2016
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation,2014
DSL,DoubleLine Income Solutions Fund,n/a,n/a,2013
DBL,DoubleLine Opportunistic Credit Fund,n/a,n/a,2012
PLOW,"Douglas Dynamics, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,2010
DEI,"Douglas Emmett, Inc.",Consumer Services,Real Estate Investment Trusts,2006
DOV,Dover Corporation,Technology,Industrial Machinery/Components,n/a
DDE,Dover Downs Gaming & Entertainment Inc,Consumer Services,Services-Misc. Amusement & Recreation,n/a
DVD,"Dover Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,1996
DWDP,DowDuPont Inc.,Basic Industries,Major Chemicals,2017
DPS,"Dr Pepper Snapple Group, Inc",Consumer Non-Durables,Beverages (Production/Distribution),n/a
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,Major Pharmaceuticals,n/a
DRD,DRDGOLD Limited,Basic Industries,Precious Metals,n/a
DHF,Dreyfus High Yield Strategies Fund,n/a,n/a,1998
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",n/a,n/a,2013
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",n/a,n/a,1989
LEO,"Dreyfus Strategic Municipals, Inc.",n/a,n/a,1987
DRQ,"Dril-Quip, Inc.",Energy,Metal Fabrications,1997
DS,Drive Shack Inc.,Consumer Services,Real Estate Investment Trusts,n/a
DS^B,Drive Shack Inc.,n/a,n/a,n/a
DS^C,Drive Shack Inc.,n/a,n/a,n/a
DS^D,Drive Shack Inc.,n/a,n/a,n/a
DST,"DST Systems, Inc.",Technology,EDP Services,1995
DSW,DSW Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,2005
DTE,DTE Energy Company,Public Utilities,Electric Utilities: Central,n/a
DTJ,DTE Energy Company,Public Utilities,Electric Utilities: Central,2016
DTQ,DTE Energy Company,Public Utilities,Electric Utilities: Central,n/a
DTV,DTE Energy Company,Public Utilities,Electric Utilities: Central,2016
DTY,DTE Energy Company,Public Utilities,Electric Utilities: Central,2016
DCO,Ducommun Incorporated,Capital Goods,Military/Government/Technical,n/a
DPG,Duff & Phelps Global Utility Income Fund Inc.,n/a,n/a,2011
DSE,Duff & Phelps Select Energy MLP Fund Inc.,n/a,n/a,2014
DNP,"Duff & Phelps Utilities Income, Inc.",n/a,n/a,1987
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",n/a,n/a,1991
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",n/a,n/a,1993
DUK,Duke Energy Corporation,Public Utilities,Power Generation,n/a
DUKH,Duke Energy Corporation,Public Utilities,Power Generation,n/a
DRE,Duke Realty Corporation,Consumer Services,Real Estate Investment Trusts,n/a
DNB,Dun & Bradstreet Corporation (The),Finance,Finance: Consumer Services,n/a
DHG,"DWS High Income Opportunities Fund, Inc.",n/a,n/a,2006
DXC,DXC Technology Company,Technology,EDP Services,n/a
DY,"Dycom Industries, Inc.",Basic Industries,Water Supply,n/a
DLNG,Dynagas LNG Partners LP,Consumer Services,Marine Transportation,n/a
DLNG^A,Dynagas LNG Partners LP,n/a,n/a,n/a
DYN,Dynegy Inc.,Public Utilities,Electric Utilities: Central,n/a
DYN.WS,Dynegy Inc.,n/a,n/a,n/a
DYN.WS.A,Dynegy Inc.,n/a,n/a,n/a
DYN^A,Dynegy Inc.,n/a,n/a,n/a
DYNC,Dynegy Inc.,Public Utilities,Electric Utilities: Central,2016
DX,"Dynex Capital, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
DX^A,"Dynex Capital, Inc.",n/a,n/a,n/a
DX^B,"Dynex Capital, Inc.",n/a,n/a,n/a
DD^A,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,n/a
DD^B,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,n/a
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,2016
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,n/a
EGIF,Eagle Growth and Income Opportunities Fund,n/a,n/a,2015
EXP,Eagle Materials Inc,Capital Goods,Building Materials,n/a
ECC           ,Eagle Point Credit Company Inc.,n/a,n/a,2014
ECCA,Eagle Point Credit Company Inc.,n/a,n/a,2015
ECCB,Eagle Point Credit Company Inc.,n/a,n/a,2016
ECCY,Eagle Point Credit Company Inc.,n/a,n/a,2017
ECCZ,Eagle Point Credit Company Inc.,n/a,n/a,2015
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production,n/a
DEA,"Easterly Government Properties, Inc.",Consumer Services,Real Estate Investment Trusts,2015
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals,n/a
KODK,Eastman Kodak Company,Miscellaneous,Industrial Machinery/Components,n/a
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components,n/a
ETV,Eaton Vance Corporation,n/a,n/a,2005
ETW,Eaton Vance Corporation,n/a,n/a,2005
EV,Eaton Vance Corporation,Finance,Investment Managers,n/a
EOI,Eaton Vance Enhance Equity Income Fund,n/a,n/a,2004
EOS,Eaton Vance Enhanced Equity Income Fund II,n/a,n/a,2005
EFT,Eaton Vance Floating Rate Income Trust,n/a,n/a,2004
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,n/a,n/a,2017
EFF,Eaton vance Floating-Rate Income Plus Fund,n/a,n/a,2013
EHT,Eaton Vance High Income 2021 Target Term Trust,n/a,n/a,2016
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,n/a,n/a,2013
EOT,Eaton Vance Municipal Income Trust,n/a,n/a,2009
EVN,Eaton Vance Municipal Income Trust,n/a,n/a,1999
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,n/a,n/a,2007
EFR,Eaton Vance Senior Floating-Rate Fund,n/a,n/a,2003
EVF,Eaton Vance Senior Income Trust,n/a,n/a,1998
EVG,Eaton Vance Short Diversified Income Fund,n/a,n/a,2005
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,n/a,n/a,2003
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,n/a,n/a,2004
EXD,Eaton Vance Tax-Advantaged Bond,n/a,n/a,2010
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,n/a,n/a,2004
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,n/a,n/a,2005
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,n/a,n/a,2006
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,n/a,n/a,2007
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Production,2010
ECR,Eclipse Resources Corporation,Energy,Oil & Gas Production,2014
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics,n/a
EC,Ecopetrol S.A.,Energy,Oil & Gas Production,n/a
EIX,Edison International,Public Utilities,Electric Utilities: Central,n/a
EDR,Education Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,2005
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties,n/a
EHIC,eHi Car Services Limited,Consumer Services,Rental/Leasing Companies,2014
EP^C,El Paso Corporation,Public Utilities,Natural Gas Distribution,n/a
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central,n/a
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals,n/a
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services,2017
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals,n/a
ELLI,"Ellie Mae, Inc.",Technology,Computer Software: Prepackaged Software,2011
EFC,Ellington Financial LLC,Finance,Real Estate,2010
EARN,Ellington Residential Mortgage REIT,Consumer Services,Real Estate Investment Trusts,2013
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a
ERJ,Embraer-Empresa Brasileira de Aeronautica,Capital Goods,Aerospace,2000
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction,n/a
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,Business Services,2017
EMES,Emerge Energy Services LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2013
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals,2006
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances,n/a
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2013
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers,2007
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central,2007
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution,2014
EEQ,Enbridge Energy Management LLC,Energy,Oil & Gas Production,2002
EEP,"Enbridge Energy, L.P.",Energy,Natural Gas Distribution,n/a
ENB,Enbridge Inc,Energy,Natural Gas Distribution,n/a
ECA,Encana Corporation,Energy,Oil & Gas Production,n/a
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals,n/a
ENH^C,Endurance Specialty Holdings Ltd,n/a,n/a,n/a
NDRO,Enduro Royalty Trust,Energy,Oil & Gas Production,2011
ENIA,Enel Americas S.A.,Public Utilities,Electric Utilities: Central,n/a
ENIC,Enel Chile S.A.,Public Utilities,Electric Utilities: Central,2016
EOCC,Enel Generacion Chile S.A.,Public Utilities,Electric Utilities: Central,n/a
EGN,Energen Corporation,Energy,Oil & Gas Production,n/a
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,2015
EPC,"Energizer Holdings, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,n/a
ETE,"Energy Transfer Equity, L.P.",Public Utilities,Natural Gas Distribution,2006
ETP,"Energy Transfer Partners, L.P.",Energy,Natural Gas Distribution,n/a
ERF,Enerplus Corporation,Energy,Oil & Gas Production,n/a
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment,2004
EGL,"Engility Holdings, Inc.",Consumer Services,Military/Government/Technical,2015
E,ENI S.p.A.,Energy,Oil & Gas Production,n/a
ENLK,"EnLink Midstream Partners, LP",Public Utilities,Natural Gas Distribution,n/a
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution,n/a
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services,n/a
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services,2014
NPO,EnPro Industries,Basic Industries,Metal Fabrications,n/a
ESV,ENSCO plc,Energy,Oil & Gas Production,n/a
ETM,Entercom Communications Corporation,Consumer Services,Broadcasting,1999
EAB,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central,n/a
EAE,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central,2013
EAI,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central,2016
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central,n/a
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,2016
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,n/a
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,n/a
EMP,"Entergy Mississippi, Inc.",Public Utilities,Electric Utilities: Central,2016
ENJ,"Entergy New Orleans, Inc.",Public Utilities,Power Generation,n/a
ENO,"Entergy New Orleans, Inc.",Public Utilities,Power Generation,2016
EZT,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,2014
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution,n/a
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting,2000
ENV,"Envestnet, Inc",Miscellaneous,Business Services,2010
EVHC,Envision Healthcare Corporation,Health Care,Medical/Nursing Services,2016
EVA,"Enviva Partners, LP",Basic Industries,Forest Products,2015
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities,n/a
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production,n/a
EPE,EP Energy Corporation,Energy,Oil & Gas Production,2014
EPAM,"EPAM Systems, Inc.",Technology,EDP Services,2012
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts,1997
EPR^C,EPR Properties,n/a,n/a,n/a
EPR^E,EPR Properties,n/a,n/a,n/a
EPR^F,EPR Properties,n/a,n/a,n/a
EQT,EQT Corporation,Energy,Oil & Gas Production,n/a
EQGP,"EQT GP Holdings, LP",Public Utilities,Natural Gas Distribution,2015
EQM,"EQT Midstream Partners, LP",Public Utilities,Natural Gas Distribution,2012
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services,n/a
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,n/a
EQC^D,Equity Commonwealth,n/a,n/a,n/a
EQCO,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,2012
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
ELS^C.CL,"Equity Lifestyle Properties, Inc.",n/a,n/a,n/a
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts,n/a
EQS,"Equus Total Return, Inc.",n/a,n/a,n/a
ERA,"Era Group, Inc.",Transportation,Transportation Services,n/a
EROS,Eros International PLC,Consumer Services,Movies/Entertainment,2013
ESE,ESCO Technologies Inc.,Consumer Durables,Telecommunications Equipment,n/a
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers,2013
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,1994
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics,1995
ESL,Esterline Technologies Corporation,Capital Goods,Industrial Machinery/Components,n/a
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings,1993
EURN,Euronav NV,Transportation,Marine Transportation,2015
EEA,"European Equity Fund, Inc. (The)",n/a,n/a,n/a
EVR,Evercore Inc.,Finance,Investment Managers,2006
RE,"Everest Re Group, Ltd.",Finance,Property-Casualty Insurers,n/a
EVRI,Everi Holdings Inc.,Finance,Finance: Consumer Services,n/a
ES,Eversource Energy,Public Utilities,Electric Utilities: Central,n/a
EVTC,"Evertec, Inc.",Technology,EDP Services,2013
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services,2015
XCO,EXCO Resources NL,Energy,Oil & Gas Production,2006
EXC,Exelon Corporation,Public Utilities,Power Generation,n/a
